Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2021,Fall,2021-fa,PHYS,212,University Physics: Elec & Mag,LEC,84,46,24,40,31,25,24,23,11,30,23,6,0,18,385,"Venkataraghavan, Farida"
2021,Spring,2021-sp,PHYS,212,University Physics: Elec & Mag,LCD,53,44,34,25,35,39,28,30,49,17,20,13,0,13,400,"Venkataraghavan, Farida"
2022,Fall,2022-fa,PHYS,212,University Physics: Elec & Mag,LEC,76,41,10,21,33,44,51,35,35,6,0,8,0,14,374,"Venkataraghavan, Farida"
2022,Spring,2022-sp,PHYS,212,University Physics: Elec & Mag,LEC,13,25,41,19,12,12,15,8,14,11,4,17,0,4,195,"Dimitriou, Gwendolyn"
2023,Fall,2023-fa,PHYS,212,University Physics: Elec & Mag,LEC,24,20,24,13,12,15,24,24,4,0,0,0,0,6,166,"Dimitriou, G"
2023,Fall,2023-fa,PHYS,212,University Physics: Elec & Mag,LEC,78,15,23,19,39,26,38,21,10,15,8,6,8,7,313,"Venkataraghavan, Farida"
2023,Spring,2023-sp,PHYS,212,University Physics: Elec & Mag,DIS,8,14,4,5,5,4,5,6,8,0,3,8,1,3,74,"Tsao, O"
2023,Spring,2023-sp,PHYS,212,University Physics: Elec & Mag,LEC,53,39,44,8,12,31,26,23,21,0,14,22,10,7,310,"Dimitriou, Gwendolyn Jr"
2024,Fall,2024-fa,PHYS,212,University Physics: Elec & Mag,LEC,34,9,27,33,19,46,15,0,3,4,19,1,0,7,217,"Venkataraghavan, Farida"
2024,Spring,2024-sp,PHYS,212,University Physics: Elec & Mag,DIS,13,9,6,9,5,3,9,1,2,0,8,1,1,3,70,"Venkataraghavan, F"
2024,Spring,2024-sp,PHYS,212,University Physics: Elec & Mag,LEC,68,41,29,19,36,28,52,25,0,34,35,8,0,12,387,"Venkataraghavan, Farida"
2020,Fall,2020-fa,PHYS,213,Univ Physics: Thermal Physics,LCD,16,22,35,23,13,13,21,22,16,5,0,1,1,11,199,"Farahani, Z"
2021,Fall,2021-fa,PHYS,213,Univ Physics: Thermal Physics,DIS,10,11,5,2,0,5,2,5,2,1,0,0,3,1,47,"Farahani, Z"
2021,Fall,2021-fa,PHYS,213,Univ Physics: Thermal Physics,LEC,32,41,21,31,15,23,39,39,18,4,6,0,9,13,291,"Farahani, Zoltán"
2021,Spring,2021-sp,PHYS,213,Univ Physics: Thermal Physics,DIS,5,13,3,2,2,3,1,5,5,2,1,1,2,0,45,"Farahani, Z"
2021,Spring,2021-sp,PHYS,213,Univ Physics: Thermal Physics,LEC,16,28,29,36,34,32,17,14,13,9,7,10,0,7,252,"Farahani, Zoltán"
2022,Spring,2022-sp,PHYS,213,Univ Physics: Thermal Physics,LEC,13,35,7,12,10,14,8,8,11,13,4,4,2,4,145,"Farahani, Zoltán"
2023,Spring,2023-sp,PHYS,213,Univ Physics: Thermal Physics,LEC,19,38,29,32,9,15,21,23,14,2,11,2,11,4,230,"Farahani, Zoltán"
2024,Fall,2024-fa,PHYS,213,Univ Physics: Thermal Physics,LEC,16,55,52,37,29,27,12,33,5,7,0,7,10,6,296,"Farahani, Zoltán"
2024,Spring,2024-sp,PHYS,213,Univ Physics: Thermal Physics,LEC,13,35,22,19,30,26,39,36,1,19,4,6,4,9,263,"Farahani, Zoltán"
2025,Spring,2025-sp,PHYS,213,Univ Physics: Thermal Physics,LEC,21,30,30,14,17,18,14,15,10,10,0,0,5,5,189,"Farahani, Zoltán"
2020,Spring,2020-sp,PHYS,214,Univ Physics: Quantum Physics,DIS,3,8,7,2,2,6,8,2,1,9,0,5,0,1,54,"Tsao, O"
2020,Spring,2020-sp,PHYS,214,Univ Physics: Quantum Physics,LEC,30,40,30,30,24,33,8,25,3,9,4,4,6,8,254,"Dimitriou, Gwendolyn"
2021,Spring,2021-sp,PHYS,214,Univ Physics: Quantum Physics,LEC,24,32,26,10,25,17,10,29,22,9,1,14,8,4,231,"Dimitriou, Gwendolyn"
2022,Fall,2022-fa,PHYS,214,Univ Physics: Quantum Physics,LEC,32,31,22,38,27,27,10,17,3,14,29,1,8,8,267,"Dimitriou, G"
2022,Spring,2022-sp,PHYS,214,Univ Physics: Quantum Physics,LCD,28,17,18,32,26,14,14,17,6,0,0,0,0,2,174,"Dimitriou, Gwendolyn"
2023,Spring,2023-sp,PHYS,214,Univ Physics: Quantum Physics,LEC,25,12,17,16,19,16,11,31,15,14,0,6,4,10,196,"Dimitriou, Gwendolyn"
2020,Spring,2020-sp,PHYS,225,Relativity & Math Applications,DIS,2,0,1,2,0,1,0,1,0,1,0,0,0,1,9,"Yamaguchi, U"
2020,Spring,2020-sp,PHYS,225,Relativity & Math Applications,LEC,20,18,14,13,8,14,6,2,6,6,0,6,11,0,124,"Şahinoğlu, Oriol"
2021,Fall,2021-fa,PHYS,225,Relativity & Math Applications,LCD,15,12,9,11,1,3,5,2,2,2,0,0,2,3,67,"Hollingsworth, Thomas"
2021,Fall,2021-fa,PHYS,225,Relativity & Math Applications,LCD,10,10,17,13,16,8,11,2,8,5,0,0,2,2,104,"Şahinoğlu, Oriol"
2021,Fall,2021-fa,PHYS,225,Relativity & Math Applications,LEC,21,30,13,8,22,18,1,9,13,0,8,7,4,2,156,"Venkataraghavan, Farida"
2021,Spring,2021-sp,PHYS,225,Relativity & Math Applications,DIS,7,4,0,3,2,2,4,3,0,0,2,0,0,0,27,"Venkataraghavan, F"
2021,Spring,2021-sp,PHYS,225,Relativity & Math Applications,LEC,47,28,30,8,23,18,2,8,0,8,4,0,0,3,179,"Hollingsworth, Thomas"
2021,Spring,2021-sp,PHYS,225,Relativity & Math Applications,LEC,17,5,15,6,5,5,3,6,0,0,2,0,0,1,65,"Venkataraghavan, Farida"
2021,Spring,2021-sp,PHYS,225,Relativity & Math Applications,LEC,17,15,19,17,13,25,3,8,9,5,10,0,0,4,145,"Şahinoğlu, Oriol"
2022,Spring,2022-sp,PHYS,225,Relativity & Math Applications,LCD,11,13,16,14,21,15,11,1,5,8,3,0,13,8,139,"Şahinoğlu, Oriol"
2022,Spring,2022-sp,PHYS,225,Relativity & Math Applications,LEC,22,11,17,5,10,1,11,4,5,5,0,0,0,1,92,"Hollingsworth, Thomas"
2022,Spring,2022-sp,PHYS,225,Relativity & Math Applications,LEC,18,24,7,25,6,16,3,2,2,3,6,4,4,5,125,"Venkataraghavan, Farida"
2023,Fall,2023-fa,PHYS,225,Relativity & Math Applications,DIS,2,6,7,5,11,5,0,2,3,1,1,1,0,1,45,"Şahinoğlu, O"
2023,Fall,2023-fa,PHYS,225,Relativity & Math Applications,LCD,31,19,11,10,10,7,6,7,0,12,11,1,7,7,139,"Hollingsworth, Thomas"
2023,Fall,2023-fa,PHYS,225,Relativity & Math Applications,LEC,19,19,10,16,7,4,6,4,3,3,0,0,2,0,93,"Venkataraghavan, Farida"
2023,Fall,2023-fa,PHYS,225,Relativity & Math Applications,LEC,11,12,14,11,18,18,7,12,6,0,0,0,4,6,119,"Şahinoğlu, Oriol"
2023,Spring,2023-sp,PHYS,225,Relativity & Math Applications,LEC,10,27,17,25,14,8,21,5,2,9,0,0,5,7,150,"Şahinoğlu, Oriol Jr"
2024,Fall,2024-fa,PHYS,225,Relativity & Math Applications,LEC,22,21,19,27,24,13,8,13,10,0,4,0,4,7,172,"Şahinoğlu, Oriol"
2024,Spring,2024-sp,PHYS,225,Relativity & Math Applications,DIS,6,3,7,6,7,6,3,1,3,3,0,0,5,1,51,"Tsao, O"
2024,Spring,2024-sp,PHYS,225,Relativity & Math Applications,LEC,34,44,21,17,12,10,14,0,0,0,6,0,1,1,160,"Venkataraghavan, Farida"
2022,Fall,2022-fa,PHYS,280,Nuclear Weapons & Arms Control,LCD,21,17,12,4,3,3,3,4,1,0,0,0,0,0,68,"Thackeray, Camille"
2023,Fall,2023-fa,PHYS,280,Nuclear Weapons & Arms Control,ONL,15,12,14,8,7,1,1,0,0,0,3,0,0,4,65,"Thackeray, Camille"
2023,Spring,2023-sp,PHYS,280,Nuclear Weapons & Arms Control,DIS,5,6,2,1,2,1,0,2,0,0,0,0,0,0,19,"Yamaguchi, U"
2023,Spring,2023-sp,PHYS,280,Nuclear Weapons & Arms Control,LEC,19,15,12,10,2,1,2,2,0,2,2,0,2,3,72,"Thackeray, Camille"
2024,Fall,2024-fa,PHYS,280,Nuclear Weapons & Arms Control,LEC,21,15,12,5,8,0,5,5,0,0,0,0,0,1,72,"Thackeray, Camille"
2024,Spring,2024-sp,PHYS,280,Nuclear Weapons & Arms Control,DIS,3,2,2,2,1,0,2,2,0,0,0,1,0,2,17,"Tsao, O"
2024,Spring,2024-sp,PHYS,280,Nuclear Weapons & Arms Control,LEC,25,9,6,3,3,1,1,0,1,3,0,0,0,0,52,"Thackeray, Camille"
2025,Spring,2025-sp,PHYS,280,Nuclear Weapons & Arms Control,DIS,5,4,1,3,1,1,0,0,0,0,0,0,0,0,15,"Thackeray, C"
2025,Spring,2025-sp,PHYS,280,Nuclear Weapons & Arms Control,LEC,27,16,5,4,3,2,0,1,1,0,0,1,0,2,62,"Thackeray, Camille"
2020,Fall,2020-fa,PHYS,325,Classical Mechanics I,LEC,19,14,18,18,11,13,8,5,4,3,7,5,9,7,141,"Egwu, Nkechi"
2020,Fall,2020-fa,PHYS,325,Classical Mechanics I,ONL,10,21,14,8,13,10,11,8,4,3,0,5,0,2,109,"von Ahlefeld, Elodie"
2021,Fall,2021-fa,PHYS,325,Classical Mechanics I,LEC,12,18,9,10,15,5,6,5,1,4,3,5,8,5,106,"Egwu, Nkechi"
2021,Spring,2021-sp,PHYS,325,Classical Mechanics I,LEC,4,10,6,12,6,7,4,2,3,3,2,0,3,2,64,"von Ahlefeld, Elodie"
2022,Spring,2022-sp,PHYS,325,Classical Mechanics I,DIS,4,5,5,1,5,3,1,0,0,1,0,0,0,1,26,"Egwu, N"
2022,Spring,2022-sp,PHYS,325,Classical Mechanics I,DIS,7,6,5,2,3,4,0,2,1,1,1,1,0,1,34,"von Ahlefeld, E"
2022,Spring,2022-sp,PHYS,325,Classical Mechanics I,LEC,19,12,11,13,8,8,2,9,0,7,6,0,2,3,100,"Egwu, Nkechi"
2022,Spring,2022-sp,PHYS,325,Classical Mechanics I,LEC,13,21,8,16,6,11,6,1,6,3,0,2,0,2,95,"von Ahlefeld, E"
2023,Fall,2023-fa,PHYS,325,Classical Mechanics I,ONL,9,20,14,9,18,17,8,2,2,2,8,4,1,2,116,"Egwu, Nkechi"
2023,Spring,2023-sp,PHYS,325,Classical Mechanics I,DIS,8,1,4,2,4,2,6,2,1,0,0,0,4,1,35,"Egwu, N"
2023,Spring,2023-sp,PHYS,325,Classical Mechanics I,DIS,4,5,6,3,0,9,0,2,0,2,0,0,0,3,34,"von Ahlefeld, E"
2023,Spring,2023-sp,PHYS,325,Classical Mechanics I,LEC,14,22,18,19,8,19,5,7,5,1,8,1,4,5,136,"Egwu, Nkechi"
2023,Spring,2023-sp,PHYS,325,Classical Mechanics I,LEC,10,18,23,8,12,8,6,9,5,5,0,5,8,3,120,"von Ahlefeld, Elodie"
2024,Fall,2024-fa,PHYS,325,Classical Mechanics I,LEC,13,16,9,12,14,4,4,1,0,2,6,4,0,2,87,"Egwu, Nkechi"
2024,Spring,2024-sp,PHYS,325,Classical Mechanics I,LEC,19,20,16,10,19,13,3,4,2,1,0,0,7,2,116,"von Ahlefeld, Elodie"
2025,Spring,2025-sp,PHYS,325,Classical Mechanics I,DIS,1,3,3,3,2,1,2,2,2,0,0,0,0,3,22,"Yamaguchi, U"
2025,Spring,2025-sp,PHYS,325,Classical Mechanics I,LEC,7,11,6,4,11,16,4,9,1,4,3,1,0,4,81,"von Ahlefeld, Elodie"
2020,Fall,2020-fa,PHYS,326,Classical Mechanics II,LEC,4,10,6,6,5,3,8,0,2,2,0,0,0,3,49,"Castellanos Berg, Joseph"
2020,Fall,2020-fa,PHYS,326,Classical Mechanics II,LEC,10,6,9,6,4,0,5,1,0,4,0,6,2,1,54,"Mahlangu, Emeka"
2020,Spring,2020-sp,PHYS,326,Classical Mechanics II,DIS,5,3,2,1,1,0,0,2,0,1,1,1,0,1,18,"Castellanos-Berg, J"
2020,Spring,2020-sp,PHYS,326,Classical Mechanics II,LEC,1,7,11,5,9,2,7,4,5,0,0,4,0,0,55,"Castellanos-Berg, Joseph"
2021,Fall,2021-fa,PHYS,326,Classical Mechanics II,DIS,1,4,1,1,0,3,0,1,0,0,0,0,0,0,11,"Mahlangu, E"
2021,Fall,2021-fa,PHYS,326,Classical Mechanics II,LCD,4,8,8,6,7,6,4,1,0,1,5,0,3,0,53,"Castellanos-Berg, Joseph"
2021,Fall,2021-fa,PHYS,326,Classical Mechanics II,LEC,6,6,6,10,3,4,1,3,0,2,0,6,2,1,50,"Mahlangu, Emeka"
2022,Fall,2022-fa,PHYS,326,Classical Mechanics II,DIS,1,1,3,0,0,0,1,1,0,0,1,0,1,1,10,"Yamaguchi, U"
2022,Fall,2022-fa,PHYS,326,Classical Mechanics II,LCD,4,11,7,4,7,2,8,5,2,0,3,0,0,2,55,"Mahlangu, E"
2022,Fall,2022-fa,PHYS,326,Classical Mechanics II,LEC,6,3,3,6,0,4,1,2,1,0,0,1,0,1,28,"Castellanos-Berg, Joseph"
2022,Spring,2022-sp,PHYS,326,Classical Mechanics II,LCD,2,1,7,4,5,6,6,6,1,1,0,1,1,0,41,"Castellanos-Berg, Joseph"
2023,Fall,2023-fa,PHYS,326,Classical Mechanics II,LEC,7,12,12,6,6,4,5,0,0,0,6,0,0,2,60,"Castellanos-Berg, Joseph"
2023,Fall,2023-fa,PHYS,326,Classical Mechanics II,LEC,4,11,9,5,7,6,1,6,2,5,1,3,0,0,60,"Mahlangu, Emeka"
2024,Fall,2024-fa,PHYS,326,Classical Mechanics II,LEC,2,4,7,4,2,2,4,0,0,5,5,1,0,0,36,"Mahlangu, Emeka"
2024,Spring,2024-sp,PHYS,326,Classical Mechanics II,LEC,4,9,7,4,2,2,1,5,0,0,3,1,0,2,40,"Castellanos-Berg, Joseph"
2024,Spring,2024-sp,PHYS,326,Classical Mechanics II,LEC,6,10,16,4,6,2,2,1,2,4,5,2,0,1,61,"Mahlangu, Emeka"
2025,Spring,2025-sp,PHYS,326,Classical Mechanics II,DIS,4,2,3,2,0,5,0,0,0,0,2,0,0,0,18,"Mahlangu, E"
2025,Spring,2025-sp,PHYS,326,Classical Mechanics II,LEC,2,7,7,4,5,1,4,2,2,2,3,0,0,1,40,"Mahlangu, Emeka"
2020,Fall,2020-fa,PHYS,401,Classical Physics Lab,LEC,1,10,10,3,2,3,0,0,0,0,0,1,0,0,30,"Şahinoğlu, Oriol"
2020,Spring,2020-sp,PHYS,401,Classical Physics Lab,LEC,2,10,6,5,1,3,3,2,2,0,0,0,0,1,35,"Farahani, Zoltán"
2021,Spring,2021-sp,PHYS,401,Classical Physics Lab,LEC,4,6,8,5,2,0,0,1,1,0,0,0,1,0,28,"Farahani, Zoltán"
2021,Spring,2021-sp,PHYS,401,Classical Physics Lab,LEC,0,10,6,5,5,1,3,2,0,1,0,0,1,0,34,"Şahinoğlu, Oriol"
2022,Fall,2022-fa,PHYS,401,Classical Physics Lab,LEC,0,6,7,9,2,1,3,0,1,2,0,1,3,0,35,"Farahani, Zoltán"
2022,Spring,2022-sp,PHYS,401,Classical Physics Lab,LCD,1,4,4,5,5,1,0,1,0,1,0,2,3,0,27,"Farahani, Zoltán"
2022,Spring,2022-sp,PHYS,401,Classical Physics Lab,LEC,5,7,9,3,4,8,0,2,2,0,0,0,7,2,49,"Şahinoğlu, Oriol"
2023,Fall,2023-fa,PHYS,401,Classical Physics Lab,LEC,3,7,4,6,3,3,3,0,0,0,1,0,1,0,31,"Farahani, Zoltán"
2023,Fall,2023-fa,PHYS,401,Classical Physics Lab,LEC,1,1,7,3,2,1,1,2,0,0,0,0,0,1,19,"Şahinoğlu, O"
2023,Spring,2023-sp,PHYS,401,Classical Physics Lab,DIS,0,2,4,1,0,1,0,0,0,0,0,0,0,0,8,"Mkhize, S"
2023,Spring,2023-sp,PHYS,401,Classical Physics Lab,LEC,0,4,5,2,4,1,0,0,3,2,0,2,2,3,28,"Mkhize, S"
2024,Fall,2024-fa,PHYS,401,Classical Physics Lab,LCD,0,5,8,11,5,2,0,0,5,3,0,0,0,3,42,"Şahinoğlu, Oriol"
2024,Fall,2024-fa,PHYS,401,Classical Physics Lab,LEC,1,9,10,4,4,2,1,0,0,2,1,1,0,0,35,"Farahani, Zoltán"
2024,Spring,2024-sp,PHYS,401,Classical Physics Lab,ONL,5,2,1,4,1,6,3,0,0,0,4,0,5,0,31,"Mkhize, S"
2025,Fall,2025-fa,PHYS,401,Classical Physics Lab,LEC,3,7,7,5,4,0,0,0,0,0,0,0,4,1,31,"Farahani, Zoltán"
2025,Fall,2025-fa,PHYS,401,Classical Physics Lab,LEC,3,4,4,8,4,3,0,0,0,0,0,0,2,3,31,"Mkhize, Samuel"
2025,Spring,2025-sp,PHYS,401,Classical Physics Lab,LEC,3,6,10,9,1,3,2,0,0,1,0,1,3,2,41,"Farahani, Zoltán"
2025,Spring,2025-sp,PHYS,401,Classical Physics Lab,LEC,0,5,12,1,6,4,0,0,2,0,0,0,1,2,33,"Mkhize, Samuel"
2023,Fall,2023-fa,PHYS,427,Thermal & Statistical Physics,DIS,2,2,1,1,2,1,2,1,4,1,0,1,1,1,20,"Mkhize, S"
2023,Fall,2023-fa,PHYS,427,Thermal & Statistical Physics,LEC,0,8,4,11,9,11,7,3,1,0,2,0,0,1,57,"Mkhize, Samuel"
2024,Fall,2024-fa,PHYS,427,Thermal & Statistical Physics,ONL,1,8,10,11,11,7,8,3,0,2,1,2,0,0,64,"Mkhize, Samuel"
2025,Spring,2025-sp,PHYS,427,Thermal & Statistical Physics,ONL,3,11,5,12,5,4,0,7,0,1,1,0,0,0,49,"Mkhize, Sam"
2021,Spring,2021-sp,PHYS,435,Electromagnetic Fields I,LEC,24,12,7,12,7,12,3,6,0,3,2,0,1,1,90,"Shirazi, L"
2022,Fall,2022-fa,PHYS,435,Electromagnetic Fields I,LCD,20,9,10,8,11,8,4,8,1,0,10,0,0,1,90,"Shirazi, L"
2023,Spring,2023-sp,PHYS,435,Electromagnetic Fields I,DIS,2,2,2,0,0,0,1,0,0,0,1,0,0,1,9,"Shirazi, L"
2023,Spring,2023-sp,PHYS,435,Electromagnetic Fields I,LEC,11,3,9,0,3,0,1,3,2,0,3,0,0,2,37,"Shirazi, Liesbeth"
2024,Spring,2024-sp,PHYS,435,Electromagnetic Fields I,DIS,6,1,0,3,6,3,3,3,0,1,0,2,0,0,28,"Shirazi, L"
2024,Spring,2024-sp,PHYS,435,Electromagnetic Fields I,LEC,20,7,13,5,10,0,2,5,4,3,0,0,0,1,70,"Shirazi, Liesbeth"
2025,Fall,2025-fa,PHYS,435,Electromagnetic Fields I,LEC,17,7,9,8,9,4,1,12,4,3,5,0,0,4,83,"Shirazi, Liesbeth"
2025,Spring,2025-sp,PHYS,435,Electromagnetic Fields I,LEC,12,15,9,16,9,7,5,4,0,0,2,1,0,2,82,"Shirazi, Liesbeth"
2020,Fall,2020-fa,PHYS,436,Electromagnetic Fields II,LEC,2,8,4,7,2,1,3,3,0,1,2,1,0,0,34,"Mahlangu, E"
2021,Spring,2021-sp,PHYS,436,Electromagnetic Fields II,LEC,6,10,9,2,3,5,1,1,2,2,1,0,0,1,43,"Mahlangu, Emeka"
2022,Fall,2022-fa,PHYS,436,Electromagnetic Fields II,LCD,7,7,3,3,5,4,7,1,1,0,0,0,0,0,38,"Thackeray, Camille"
2022,Spring,2022-sp,PHYS,436,Electromagnetic Fields II,LEC,6,12,6,5,6,1,0,0,0,0,0,0,0,1,37,"Mahlangu, Emeka"
2022,Spring,2022-sp,PHYS,436,Electromagnetic Fields II,LEC,7,9,3,4,8,2,2,6,3,0,1,1,0,1,47,"Thackeray, Camille"
2023,Fall,2023-fa,PHYS,436,Electromagnetic Fields II,DIS,1,5,3,4,1,2,1,1,1,2,0,0,1,0,22,"Tsao, O"
2023,Fall,2023-fa,PHYS,436,Electromagnetic Fields II,LEC,3,5,13,6,3,6,1,1,5,6,0,0,0,1,50,"Mkhize, Samuel"
2023,Fall,2023-fa,PHYS,436,Electromagnetic Fields II,LEC,14,10,5,4,6,5,0,0,1,0,0,0,0,0,45,"Thackeray, Camille"
2023,Spring,2023-sp,PHYS,436,Electromagnetic Fields II,DIS,1,5,3,1,1,1,0,3,0,0,0,0,0,1,16,"Mahlangu, E"
2023,Spring,2023-sp,PHYS,436,Electromagnetic Fields II,LEC,4,8,2,5,13,4,3,0,0,1,1,0,0,2,43,"Mahlangu, Emeka"
2023,Spring,2023-sp,PHYS,436,Electromagnetic Fields II,LEC,13,10,6,7,9,2,6,3,0,0,5,0,1,0,62,"Thackeray, Camille"
2024,Fall,2024-fa,PHYS,436,Electromagnetic Fields II,LCD,6,16,7,6,4,1,2,1,0,0,0,0,1,0,44,"Mahlangu, Emeka"
2024,Fall,2024-fa,PHYS,436,Electromagnetic Fields II,LCD,1,8,14,4,8,4,1,0,3,0,1,0,5,1,50,"Mkhize, Samuel"
2024,Fall,2024-fa,PHYS,436,Electromagnetic Fields II,LEC,9,3,9,7,6,4,3,0,0,0,1,0,0,3,45,"Thackeray, Camille"
2024,Spring,2024-sp,PHYS,436,Electromagnetic Fields II,LCD,6,9,11,8,3,2,3,4,0,0,2,1,0,2,51,"Mahlangu, Emeka"
2024,Spring,2024-sp,PHYS,436,Electromagnetic Fields II,ONL,5,17,5,5,2,4,2,6,0,2,0,2,0,0,50,"Thackeray, Camille"
2025,Fall,2025-fa,PHYS,436,Electromagnetic Fields II,LEC,0,0,5,4,4,2,0,0,0,2,1,0,0,1,19,"Mkhize, Samuel"
2025,Spring,2025-sp,PHYS,436,Electromagnetic Fields II,DIS,8,4,2,3,1,1,1,0,0,0,1,1,0,1,23,"Yamaguchi, U"
2025,Spring,2025-sp,PHYS,436,Electromagnetic Fields II,LEC,8,10,3,3,9,2,0,2,2,0,0,0,0,2,41,"Mahlangu, E"
2025,Spring,2025-sp,PHYS,436,Electromagnetic Fields II,LEC,6,16,12,8,4,2,6,2,0,0,2,2,0,3,63,"Mkhize, S"
2025,Spring,2025-sp,PHYS,436,Electromagnetic Fields II,LEC,10,6,2,6,4,1,0,1,0,0,4,0,0,3,37,"Thackeray, C"
2020,Fall,2020-fa,PHYS,486,Quantum Physics I,LEC,5,12,9,18,11,4,9,8,5,4,0,3,6,2,96,"Mahlangu, Emeka"
2021,Fall,2021-fa,PHYS,486,Quantum Physics I,DIS,3,3,2,4,5,1,2,0,0,1,4,0,2,1,28,"Shirazi, L"
2021,Fall,2021-fa,PHYS,486,Quantum Physics I,LEC,19,5,7,6,14,1,3,2,3,2,4,2,2,0,70,"Shirazi, Liesbeth"
2021,Fall,2021-fa,PHYS,486,Quantum Physics I,ONL,11,10,7,2,9,2,6,7,4,2,1,0,1,2,64,"Varga, A"
2021,Spring,2021-sp,PHYS,486,Quantum Physics I,LCD,14,9,9,6,12,7,2,2,4,5,1,1,0,1,73,"Shirazi, Liesbeth"
2021,Spring,2021-sp,PHYS,486,Quantum Physics I,LEC,14,18,15,8,11,2,3,6,5,0,1,0,2,3,88,"Mahlangu, Emeka"
2021,Spring,2021-sp,PHYS,486,Quantum Physics I,LEC,11,4,5,6,5,0,1,5,2,0,0,5,0,1,45,"Varga, Andrew"
2022,Fall,2022-fa,PHYS,486,Quantum Physics I,DIS,5,5,1,1,3,2,1,1,1,0,0,0,1,1,22,"Shirazi, L"
2022,Fall,2022-fa,PHYS,486,Quantum Physics I,DIS,2,1,2,0,1,0,0,0,1,1,0,0,0,1,9,"Varga, A"
2022,Fall,2022-fa,PHYS,486,Quantum Physics I,LEC,5,6,11,4,11,6,0,2,1,1,1,0,5,1,54,"Mahlangu, Emeka"
2022,Fall,2022-fa,PHYS,486,Quantum Physics I,LEC,7,7,2,3,7,0,1,5,1,3,0,0,2,3,41,"Shirazi, Liesbeth"
2022,Fall,2022-fa,PHYS,486,Quantum Physics I,LEC,5,7,1,3,0,1,1,3,0,0,1,0,3,0,25,"Varga, Andrew"
2023,Fall,2023-fa,PHYS,486,Quantum Physics I,LCD,18,13,11,5,4,9,3,7,0,4,3,10,0,0,87,"Varga, Andrew"
2023,Fall,2023-fa,PHYS,486,Quantum Physics I,LEC,11,7,1,1,6,5,5,3,3,3,0,4,3,1,53,"Shirazi, Liesbeth"
2023,Spring,2023-sp,PHYS,486,Quantum Physics I,LEC,9,9,5,0,11,3,5,3,4,3,0,0,0,1,53,"Mahlangu, Emeka"
2023,Spring,2023-sp,PHYS,486,Quantum Physics I,LEC,34,13,16,15,13,5,0,5,0,4,1,0,0,2,108,"Shirazi, Liesbeth"
2023,Spring,2023-sp,PHYS,486,Quantum Physics I,LEC,11,12,9,4,2,9,2,4,3,2,4,2,1,1,66,"Varga, Andrew"
2024,Fall,2024-fa,PHYS,486,Quantum Physics I,LEC,10,7,3,7,5,4,4,2,0,0,0,0,1,0,43,"Mahlangu, Emeka"
2024,Spring,2024-sp,PHYS,486,Quantum Physics I,ONL,18,9,11,4,6,7,4,11,6,0,0,2,0,2,80,"Shirazi, Liesbeth"
2025,Fall,2025-fa,PHYS,486,Quantum Physics I,DIS,1,4,2,1,1,0,0,0,0,0,0,0,0,1,10,"Mahlangu, E"
2025,Fall,2025-fa,PHYS,486,Quantum Physics I,LEC,10,22,7,13,11,9,2,1,5,3,6,0,1,4,94,"Mahlangu, Emeka"
2025,Fall,2025-fa,PHYS,486,Quantum Physics I,ONL,21,19,10,15,9,4,14,6,3,3,0,5,4,1,114,"Shirazi, L"
2021,Spring,2021-sp,PHYS,487,Quantum Physics II,LEC,9,5,9,2,4,2,1,3,0,1,0,0,0,0,36,"Whitcombe, Halvard"
2022,Spring,2022-sp,PHYS,487,Quantum Physics II,LEC,6,6,8,4,12,8,2,2,2,0,3,1,0,4,58,"Whitcombe, Halvard"
2023,Fall,2023-fa,PHYS,487,Quantum Physics II,LEC,4,0,3,1,2,1,2,0,2,0,0,2,0,0,17,"Whitcombe, H"
2024,Spring,2024-sp,PHYS,487,Quantum Physics II,LEC,8,5,6,3,2,3,2,5,0,0,0,1,0,1,36,"Whitcombe, Halvard"
2025,Fall,2025-fa,PHYS,487,Quantum Physics II,LCD,5,9,2,2,5,5,2,1,0,1,0,0,0,4,36,"Whitcombe, Halvard"
2025,Spring,2025-sp,PHYS,487,Quantum Physics II,LEC,5,11,7,5,4,1,4,0,0,2,1,4,0,1,45,"Whitcombe, Halvard"
2021,Fall,2021-fa,PHYS,580,Quantum Mechanics I,DIS,1,1,1,2,1,1,0,1,0,0,0,0,0,1,9,"Whitcombe, H"
2021,Fall,2021-fa,PHYS,580,Quantum Mechanics I,LEC,3,2,2,4,3,1,0,0,0,0,0,0,2,0,17,"Whitcombe, H"
2021,Fall,2021-fa,PHYS,580,Quantum Mechanics I,ONL,7,10,2,6,1,1,0,0,0,0,0,1,1,1,30,"Varga, A"
2021,Spring,2021-sp,PHYS,580,Quantum Mechanics I,LEC,9,9,2,8,3,1,2,0,1,0,0,1,0,1,37,"Varga, Andrew"
2022,Fall,2022-fa,PHYS,580,Quantum Mechanics I,LEC,12,10,4,6,7,8,0,0,3,0,0,0,0,0,50,"Whitcombe, Halvard"
2022,Spring,2022-sp,PHYS,580,Quantum Mechanics I,DIS,2,1,0,2,2,0,0,0,0,1,0,0,0,0,8,"Varga, A"
2022,Spring,2022-sp,PHYS,580,Quantum Mechanics I,LEC,14,10,7,0,3,1,0,0,0,0,0,0,0,0,35,"Varga, Andrew"
